eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2014,4437.26,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2016,4214.37,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2017,487.93,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2018,592.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2019,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2020,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2021,573.19,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2022,250.91,
15_42,KM2,Drought impact area,KM2,Square kilometre,CY,Cyprus,2023,62.8,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2000,551.48,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2002,8855.46,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2003,7276.07,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2004,2.23,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2006,13924.5,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2007,0.95,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2008,65.36,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2009,2190.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2010,5215.08,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2011,11.73,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2012,3.54,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2013,42.76,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2014,272.61,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2015,255.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2016,558.77,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2017,36.52,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2018,4649.31,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2019,12117.72,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2020,1016.07,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2021,3053.44,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2022,625.33,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2023,6777.96,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2000,9.57,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2002,14853.48,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2003,2936.71,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2005,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2006,3734.18,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2008,838.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2009,1003.24,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2010,235.56,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2012,16.4,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2014,0.04,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2015,643.07,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2016,53.31,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2017,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2018,9859.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2019,31960.64,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2020,2156.09,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2021,1326.16,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2022,13.53,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2023,20377.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2002,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2011,582.46,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2014,0.04,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2017,185.49,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2018,332.23,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2019,440.93,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2020,1805.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2021,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2022,1824.42,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2023,3,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2000,2337.69,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2001,346.1,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2002,2545.21,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2003,13638.75,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2005,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2007,3650.27,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2009,102.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2011,186.32,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2012,39873.53,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2014,260.25,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2015,2843.78,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2017,1326.57,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2018,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2019,704.19,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2020,226.42,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2021,1622.01,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2022,23897.44,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2023,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2002,4.97,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2010,105.61,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2013,60.67,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2016,212.31,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2017,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2018,49.32,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2019,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2020,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2021,0.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2022,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2023,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2002,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2003,17.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2004,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2011,1.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2014,3.82,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2016,1.04,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2017,24.54,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2018,9031.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2019,1753.81,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2020,5757.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2021,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2022,6088.09,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2023,0.24,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2000,4670.85,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2001,6203.47,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2002,2850.06,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2003,23665.1,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2004,1183.34,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2005,420.35,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2006,578.69,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2007,2880.38,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2008,24.61,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2009,75.29,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2010,1045.13,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2011,1132.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2012,2352.38,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2013,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2014,25,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2015,4521.09,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2016,125.09,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2017,2400.1,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2018,5784.89,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2019,1919.93,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2020,213.9,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2021,2202.8,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2022,7919.35,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2023,58.7,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2000,6752.72,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2001,23,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2002,4640.35,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2003,42567.91,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2004,3933.29,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2005,2158.53,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2006,13886.77,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2007,229.06,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2009,27.75,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2010,8,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2012,19154.79,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2013,328.21,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2014,369.65,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2015,55246.74,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2016,9571.54,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2017,2207.12,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2018,16679.1,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2019,44565.08,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2020,7902.54,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2021,5601.59,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2022,21986.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2023,24459.25,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2001,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2002,2770.96,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2005,55432.94,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2006,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2008,237.36,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2009,13238.85,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2010,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2011,2127.84,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2012,31891.06,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2013,10.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2014,61.99,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2015,3305.79,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2017,1509.28,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2018,24.64,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2019,2840.51,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2020,10.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2021,13.41,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2022,38842.89,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2023,6115.43,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2000,28601.58,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2001,2725.93,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2002,4778.22,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2003,31989.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2004,1275.09,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2006,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2007,15142.9,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2008,844.52,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2009,2480.04,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2011,243.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2012,39937.13,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2013,2247.08,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2014,906.48,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2015,1975.14,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2016,210.8,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2017,2564.66,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2018,85,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2019,519.08,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2020,28295.33,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2021,1815.48,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2022,34970.97,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2023,2981.82,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2000,1525.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2002,120.69,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2003,7582.49,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2004,0.26,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2006,1.39,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2007,23.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2010,2.23,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2011,627.54,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2012,3129.26,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2013,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2015,55.08,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2016,32,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2017,1528.86,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2018,45.61,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2019,58.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2020,138.86,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2021,1126.7,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2022,11196.65,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2023,53.27,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2000,810.64,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2001,0.22,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2002,141.8,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2003,7423.4,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2004,18,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2006,9.72,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2007,530.72,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2009,167.92,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2012,13965.29,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2013,626.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2014,375.57,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2015,3617.13,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2016,284.84,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2017,2991.39,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2018,683.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2019,183.6,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2020,7.98,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2021,292.05,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2022,9864.23,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2023,326.68,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2002,5592.28,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2003,23512,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2004,127.1,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2005,20.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2006,37923.11,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2007,95,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2009,1378.61,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2010,997.04,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2011,4686.67,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2012,25.91,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2013,264.85,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2014,2848.94,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2015,935.67,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2016,485.02,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2017,1592.94,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2018,25980.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2019,20552.34,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2020,8762.82,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2021,36498.35,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2022,4081.18,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2023,6377.77,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2000,30.77,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2001,16.33,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2002,3648.72,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2003,14375.62,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2004,4028.94,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2005,1029.65,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2006,10126.15,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2007,1961.71,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2008,2394.94,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2009,5477.99,
