Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2007","2007","kg/ha","4640.8","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2007","2007","t","812347","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2008","2008","ha","156536","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2008","2008","kg/ha","5483.3","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2008","2008","t","858333","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2009","2009","ha","180376","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2009","2009","kg/ha","5189.6","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2009","2009","t","936076","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2010","2010","ha","168507","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2010","2010","kg/ha","4041.5","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2010","2010","t","681017","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2011","2011","ha","149797","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2011","2011","kg/ha","5223.7","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2011","2011","t","782499","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2012","2012","ha","186949","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2012","2012","kg/ha","5347.3","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2012","2012","t","999681","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2013","2013","ha","204506","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2013","2013","kg/ha","4884.6","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2013","2013","t","998940","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2014","2014","ha","156139","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2014","2014","kg/ha","4156","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2014","2014","t","648917","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2015","2015","ha","140986","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2015","2015","kg/ha","5380.9","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2015","2015","t","758638","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2016","2016","ha","171400","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2016","2016","kg/ha","5653.7","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2016","2016","t","969050","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2017","2017","ha","118380","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2017","2017","kg/ha","5808.4","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2017","2017","t","687595","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2018","2018","ha","138460","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2018","2018","kg/ha","5438.8","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2018","2018","t","753060","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2019","2019","ha","143150","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2019","2019","kg/ha","5611.4","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2019","2019","t","803270","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2020","2020","ha","147840","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2020","2020","kg/ha","5868","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2020","2020","t","867530","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2021","2021","ha","147390","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2021","2021","kg/ha","6696","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2021","2021","t","986930","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2022","2022","ha","161830","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2022","2022","kg/ha","6003","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2022","2022","t","971470","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2023","2023","ha","172850","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5412","Yield","0111","Wheat","2023","2023","kg/ha","4826.3","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2023","2023","t","834230","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1961","1961","ha","78930","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1961","1961","kg/ha","579.2","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1961","1961","t","45720","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1962","1962","ha","68228","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1962","1962","kg/ha","967.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1962","1962","t","66040","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1963","1963","ha","67559","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1963","1963","kg/ha","947.4","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1963","1963","t","64008","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1964","1964","ha","66890","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1964","1964","kg/ha","683.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1964","1964","t","45720","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1965","1965","ha","62877","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1965","1965","kg/ha","1454.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1965","1965","t","91440","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1966","1966","ha","60870","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1966","1966","kg/ha","918","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1966","1966","t","55880","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1967","1967","ha","60201","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1967","1967","kg/ha","1603.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1967","1967","t","96520","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1968","1968","ha","60870","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1968","1968","kg/ha","1084.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1968","1968","t","66040","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1969","1969","ha","64214","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1969","1969","kg/ha","1265.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1969","1969","t","81280","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1970","1970","ha","78261","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1970","1970","kg/ha","551.7","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1970","1970","t","43180","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1971","1971","ha","81606","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1971","1971","kg/ha","1182.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1971","1971","t","96520","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1972","1972","ha","80268","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1972","1972","kg/ha","1012.6","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1972","1972","t","81280","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1973","1973","ha","84281","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1973","1973","kg/ha","48.2","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1973","1973","t","4064","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1974","1974","ha","86957","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1974","1974","kg/ha","1110","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1974","1974","t","96520","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1975","1975","ha","26756","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1975","1975","kg/ha","1215.1","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1975","1975","t","32512","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1976","1976","ha","28763","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1976","1976","kg/ha","1201","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1976","1976","t","34544","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1977","1977","ha","27425","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1977","1977","kg/ha","852.1","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1977","1977","t","23368","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1978","1978","ha","16054","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1978","1978","kg/ha","1265.7","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1978","1978","t","20320","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1979","1979","ha","11371","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1979","1979","kg/ha","1161.6","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1979","1979","t","13208","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1980","1980","ha","9632","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1980","1980","kg/ha","1371.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1980","1980","t","13208","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1981","1981","ha","8696","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1981","1981","kg/ha","1226.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1981","1981","t","10668","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1982","1982","ha","8482","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1982","1982","kg/ha","1197.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1982","1982","t","10160","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1983","1983","ha","7625","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1983","1983","kg/ha","1193.4","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1983","1983","t","9100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1984","1984","ha","6020","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1984","1984","kg/ha","1495","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1984","1984","t","9000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1985","1985","ha","5084","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1985","1985","kg/ha","1770.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1985","1985","t","9000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1986","1986","ha","5084","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1986","1986","kg/ha","1278.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1986","1986","t","6500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1987","1987","ha","5619","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1987","1987","kg/ha","2402.6","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1987","1987","t","13500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1988","1988","ha","5352","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1988","1988","kg/ha","2429","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1988","1988","t","13000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1989","1989","ha","5350","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1989","1989","kg/ha","1495.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1989","1989","t","8000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1990","1990","ha","5100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1990","1990","kg/ha","2039.2","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1990","1990","t","10400","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1991","1991","ha","4900","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1991","1991","kg/ha","1142.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1991","1991","t","5600","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1992","1992","ha","5000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1992","1992","kg/ha","2100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1992","1992","t","10500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1993","1993","ha","5000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1993","1993","kg/ha","2340","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1993","1993","t","11700","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1994","1994","ha","3300","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1994","1994","kg/ha","2424.2","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1994","1994","t","8000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1995","1995","ha","3650","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1995","1995","kg/ha","3013.7","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1995","1995","t","11000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1996","1996","ha","3700","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1996","1996","kg/ha","3513.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1996","1996","t","13000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1997","1997","ha","5250","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1997","1997","kg/ha","2190.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1997","1997","t","11500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1998","1998","ha","5800","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1998","1998","kg/ha","1982.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1998","1998","t","11500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","1999","1999","ha","6600","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","1999","1999","kg/ha","2121.2","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","1999","1999","t","14000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2000","2000","ha","6150","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2000","2000","kg/ha","1626","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2000","2000","t","10000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2001","2001","ha","5400","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2001","2001","kg/ha","1944.4","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2001","2001","t","10500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2002","2002","ha","5900","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2002","2002","kg/ha","2186.4","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2002","2002","t","12900","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2003","2003","ha","7225","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2003","2003","kg/ha","1976.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2003","2003","t","14280","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2004","2004","ha","7450","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2004","2004","kg/ha","1332.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2004","2004","t","9930","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2005","2005","ha","5264","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2005","2005","kg/ha","1757","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2005","2005","t","9249","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2006","2006","ha","5389","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2006","2006","kg/ha","1395.1","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2006","2006","t","7518","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2007","2007","ha","5287","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2007","2007","kg/ha","2026.1","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2007","2007","t","10712","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2008","2008","ha","4990","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2008","2008","kg/ha","495.4","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2008","2008","t","2472","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2009","2009","ha","5761","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2009","2009","kg/ha","2549.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2009","2009","t","14690","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2010","2010","ha","7833","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2010","2010","kg/ha","2411.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2010","2010","t","18889","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2011","2011","ha","10592","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2011","2011","kg/ha","2241.3","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2011","2011","t","23740","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2012","2012","ha","8550","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2012","2012","kg/ha","2681.1","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2012","2012","t","22923","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2013","2013","ha","6921","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2013","2013","kg/ha","2193.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2013","2013","t","15181","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2014","2014","ha","6135","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2014","2014","kg/ha","724.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2014","2014","t","4445","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2015","2015","ha","11969","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2015","2015","kg/ha","2954","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2015","2015","t","35356","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2016","2016","ha","8386","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2016","2016","kg/ha","823","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2016","2016","t","6902","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2017","2017","ha","8678","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2017","2017","kg/ha","1912","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2017","2017","t","16592","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2018","2018","ha","10200","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2018","2018","kg/ha","1502.9","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2018","2018","t","15330","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2019","2019","ha","10590","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2019","2019","kg/ha","2782.8","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2019","2019","t","29470","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2020","2020","ha","12970","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2020","2020","kg/ha","2671.5","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2020","2020","t","34650","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2021","2021","ha","12320","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5412","Yield","0111","Wheat","2021","2021","kg/ha","2104.7","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2021","2021","t","25930","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2022","2022","ha","13310","A","Official figure",""
